video_id,frame_id,decision,source_image,selected_image
v38,v38_509,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_509.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_509.jpg
v38,v38_540,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_540.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_540.jpg
v38,v38_546,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_546.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_546.jpg
v38,v38_551,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_551.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_551.jpg
v38,v38_552,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_552.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_552.jpg
v38,v38_553,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_553.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_553.jpg
v38,v38_566,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_566.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_566.jpg
v38,v38_567,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_567.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_567.jpg
v38,v38_630,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_630.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_630.jpg
v38,v38_631,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_631.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_631.jpg
v38,v38_632,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_632.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_632.jpg
v38,v38_633,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_633.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_633.jpg
v38,v38_634,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_634.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_634.jpg
v38,v38_640,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_640.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_640.jpg
v38,v38_647,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_647.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_647.jpg
v38,v38_714,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_714.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_714.jpg
v38,v38_715,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_715.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_715.jpg
v38,v38_738,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_738.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_738.jpg
v38,v38_739,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_739.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_739.jpg
v38,v38_740,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_740.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_740.jpg
v38,v38_743,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_743.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_743.jpg
v38,v38_745,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_745.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_745.jpg
v38,v38_802,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_802.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_802.jpg
v38,v38_803,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_803.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_803.jpg
v38,v38_804,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_804.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_804.jpg
v38,v38_807,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_807.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_807.jpg
v38,v38_808,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_808.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_808.jpg
v38,v38_809,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_809.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_809.jpg
v38,v38_856,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_856.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_856.jpg
v38,v38_857,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_857.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_857.jpg
v38,v38_924,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_924.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_924.jpg
v38,v38_925,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_925.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_925.jpg
v38,v38_926,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_926.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_926.jpg
v38,v38_928,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_928.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_928.jpg
v38,v38_929,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_929.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_929.jpg
v38,v38_930,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_930.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_930.jpg
v38,v38_931,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_931.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_931.jpg
v38,v38_932,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_932.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_932.jpg
v38,v38_933,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_933.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_933.jpg
v38,v38_938,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_938.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_938.jpg
v38,v38_939,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_939.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_939.jpg
v38,v38_945,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_945.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_945.jpg
v38,v38_965,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_965.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_965.jpg
v38,v38_978,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_978.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_978.jpg
