video_name,start_time_sec,end_time_sec,state
v43.mp4,57.000,67.000,IDLE_SETUP
v43.mp4,67.000,90.000,SEWING
v43.mp4,90.000,104.000,IDLE_SETUP
v43.mp4,104.000,128.000,SEWING
v43.mp4,128.000,137.000,IDLE_SETUP
v43.mp4,137.000,156.000,SEWING
v43.mp4,156.000,165.000,IDLE_SETUP
v44.mp4,0.000,19.500,SEWING
v44.mp4,19.500,27.000,IDLE_SETUP
v44.mp4,27.000,62.000,SEWING
v44.mp4,62.000,72.500,IDLE_SETUP
v44.mp4,72.500,92.000,SEWING
v44.mp4,92.000,102.000,IDLE_SETUP
v44.mp4,102.000,124.000,SEWING
v44.mp4,124.000,133.000,IDLE_SETUP
v44.mp4,133.000,152.500,SEWING
v44.mp4,152.500,163.000,IDLE_SETUP
v44.mp4,163.000,184.000,SEWING
v44.mp4,184.000,192.000,IDLE_SETUP
v44.mp4,192.000,212.000,SEWING
v45.mp4,0.000,19.000,SEWING
v45.mp4,19.000,27.000,IDLE_SETUP
v45.mp4,27.000,48.000,SEWING
v45.mp4,48.000,57.000,IDLE_SETUP
v45.mp4,57.000,76.000,SEWING
v45.mp4,76.000,85.000,IDLE_SETUP
v45.mp4,85.000,104.000,SEWING
v45.mp4,104.000,114.000,IDLE_SETUP
v45.mp4,114.000,132.000,SEWING
v46.mp4,0.200,3.536,IDLE_SETUP
v46.mp4,3.536,13.576,SEWING
v46.mp4,13.576,19.546,IDLE_SETUP
v46.mp4,19.546,28.552,SEWING
v46.mp4,28.552,33.289,IDLE_SETUP
v46.mp4,33.289,43.729,SEWING
v46.mp4,43.729,48.599,IDLE_SETUP
v46.mp4,48.599,58.138,SEWING
v46.mp4,58.138,63.042,IDLE_SETUP
v46.mp4,63.042,78.585,SEWING
v46.mp4,78.585,83.555,IDLE_SETUP
v46.mp4,83.555,96.363,SEWING
v46.mp4,96.363,103.168,IDLE_SETUP
v46.mp4,103.168,114.275,SEWING
v46.mp4,114.275,119.245,IDLE_SETUP
v46.mp4,119.245,129.952,SEWING
v47.mp4,9.207,14.210,IDLE_SETUP
v47.mp4,14.210,22.116,SEWING
v47.mp4,22.116,28.187,IDLE_SETUP
v47.mp4,28.187,37.227,SEWING
v47.mp4,37.227,43.966,IDLE_SETUP
v47.mp4,43.966,51.738,SEWING
v47.mp4,51.738,58.209,IDLE_SETUP
v47.mp4,58.209,67.916,SEWING
v47.mp4,67.916,74.922,IDLE_SETUP
v47.mp4,74.922,84.662,SEWING
v47.mp4,84.662,91.434,IDLE_SETUP
v47.mp4,91.434,100.440,SEWING
v47.mp4,100.440,106.311,IDLE_SETUP
v47.mp4,106.311,115.018,SEWING
v47.mp4,115.018,122.356,IDLE_SETUP
v47.mp4,122.356,129.762,SEWING
v47.mp4,129.762,135.633,IDLE_SETUP
v47.mp4,135.633,145.306,SEWING
v47.mp4,145.306,153.279,IDLE_SETUP
v47.mp4,153.279,163.887,SEWING
v47.mp4,163.887,169.891,IDLE_SETUP
v47.mp4,169.891,178.030,SEWING
v48.mp4,5.871,11.909,IDLE_SETUP
v48.mp4,11.909,22.750,SEWING
v48.mp4,22.750,28.020,IDLE_SETUP
v48.mp4,28.020,38.762,SEWING
v48.mp4,38.762,44.566,IDLE_SETUP
v48.mp4,44.566,53.839,SEWING
v48.mp4,53.839,59.276,IDLE_SETUP
v48.mp4,59.276,69.250,SEWING
v48.mp4,69.250,74.287,IDLE_SETUP
v48.mp4,74.287,84.828,SEWING
v48.mp4,84.828,90.266,IDLE_SETUP
v48.mp4,90.266,103.309,SEWING
v48.mp4,103.309,108.145,IDLE_SETUP
v48.mp4,108.145,117.252,SEWING
v49.mp4,2.001,10.507,SEWING
v49.mp4,10.507,17.412,IDLE_SETUP
v49.mp4,17.412,26.151,SEWING
v49.mp4,26.151,31.655,IDLE_SETUP
v49.mp4,31.655,39.260,SEWING
v49.mp4,39.260,45.798,IDLE_SETUP
v49.mp4,45.798,53.603,SEWING
v49.mp4,53.603,58.606,IDLE_SETUP
v49.mp4,58.606,66.211,SEWING
v49.mp4,66.211,72.282,IDLE_SETUP
v49.mp4,72.282,79.554,SEWING
v49.mp4,79.554,86.425,IDLE_SETUP
v49.mp4,86.425,94.230,SEWING
v49.mp4,94.230,102.169,IDLE_SETUP
v49.mp4,102.169,109.374,SEWING
v49.mp4,109.374,116.845,IDLE_SETUP
v49.mp4,116.845,128.120,SEWING
v49.mp4,128.120,134.324,IDLE_SETUP
v49.mp4,134.324,142.763,SEWING
v49.mp4,142.763,148.867,IDLE_SETUP
v49.mp4,148.867,157.139,SEWING
v49.mp4,157.139,162.509,IDLE_SETUP
v49.mp4,162.509,170.348,SEWING
v50.mp4,42.000,55.000,IDLE_SETUP
v50.mp4,55.000,80.000,SEWING
v50.mp4,80.000,89.000,IDLE_SETUP
v50.mp4,89.000,111.000,SEWING
v50.mp4,111.000,124.000,IDLE_SETUP
v50.mp4,124.000,145.000,SEWING
v50.mp4,145.000,155.000,IDLE_SETUP
v50.mp4,155.000,178.500,SEWING
v50.mp4,178.500,188.000,IDLE_SETUP
v50.mp4,188.000,208.000,SEWING
v51.mp4,23.000,32.000,IDLE_SETUP
v51.mp4,32.000,53.000,SEWING
v51.mp4,53.000,61.000,IDLE_SETUP
v51.mp4,61.000,81.000,SEWING
v51.mp4,81.000,90.000,IDLE_SETUP
v51.mp4,90.000,109.000,SEWING
v51.mp4,109.000,119.000,IDLE_SETUP
v51.mp4,119.000,138.000,SEWING
v51.mp4,138.000,149.000,IDLE_SETUP
v51.mp4,149.000,168.000,SEWING
v52.mp4,5.000,45.000,SEWING
v52.mp4,45.000,60.000,IDLE_SETUP
v52.mp4,60.000,81.000,SEWING
v52.mp4,81.000,91.000,IDLE_SETUP
v52.mp4,91.000,115.000,SEWING
v52.mp4,115.000,127.000,IDLE_SETUP
v52.mp4,127.000,152.000,SEWING
v52.mp4,152.000,165.000,IDLE_SETUP
v52.mp4,165.000,185.000,SEWING
v53.mp4,0.300,6.338,IDLE_SETUP
v53.mp4,6.338,13.643,SEWING
v53.mp4,13.643,20.181,IDLE_SETUP
v53.mp4,20.181,28.187,SEWING
v53.mp4,28.187,35.026,IDLE_SETUP
v53.mp4,35.026,43.065,SEWING
v53.mp4,43.065,49.670,IDLE_SETUP
v53.mp4,49.670,58.209,SEWING
v53.mp4,58.209,64.847,IDLE_SETUP
v53.mp4,64.847,73.554,SEWING
v53.mp4,73.554,80.959,IDLE_SETUP
v53.mp4,80.959,90.333,SEWING
v53.mp4,90.333,97.838,IDLE_SETUP
v53.mp4,97.838,106.011,SEWING
v53.mp4,106.011,111.848,IDLE_SETUP
v53.mp4,111.848,119.521,SEWING
v53.mp4,119.521,126.526,IDLE_SETUP
v53.mp4,126.526,134.231,SEWING
v53.mp4,134.231,141.837,IDLE_SETUP
v53.mp4,141.837,149.509,SEWING
v53.mp4,149.509,157.748,IDLE_SETUP
v53.mp4,157.748,164.920,SEWING
v53.mp4,164.920,171.092,IDLE_SETUP
v53.mp4,171.092,179.698,SEWING
v54.mp4,11.308,22.216,IDLE_SETUP
v54.mp4,22.216,34.125,SEWING
v54.mp4,34.125,39.729,IDLE_SETUP
v54.mp4,39.729,46.600,SEWING
v54.mp4,46.600,53.372,IDLE_SETUP
v54.mp4,53.372,60.310,SEWING
v54.mp4,60.310,66.482,IDLE_SETUP
v54.mp4,66.482,74.287,SEWING
v54.mp4,74.287,79.958,IDLE_SETUP
v54.mp4,79.958,87.097,SEWING
v54.mp4,87.097,92.367,IDLE_SETUP
v54.mp4,92.367,100.306,SEWING
v54.mp4,100.306,106.177,IDLE_SETUP
v54.mp4,106.177,113.783,SEWING
v54.mp4,113.783,120.087,IDLE_SETUP
v54.mp4,120.087,127.059,SEWING
v54.mp4,127.059,132.663,IDLE_SETUP
v54.mp4,132.663,140.168,SEWING
v55.mp4,0.133,4.103,IDLE_SETUP
v55.mp4,4.103,14.210,SEWING
v55.mp4,14.210,20.548,IDLE_SETUP
v55.mp4,20.548,29.522,SEWING
v55.mp4,29.522,35.393,IDLE_SETUP
v55.mp4,35.393,43.565,SEWING
v55.mp4,43.565,49.536,IDLE_SETUP
v55.mp4,49.536,82.527,SEWING
v55.mp4,82.527,88.365,IDLE_SETUP
v55.mp4,88.365,96.737,SEWING
v55.mp4,96.737,102.742,IDLE_SETUP
v55.mp4,102.742,111.014,SEWING
v55.mp4,111.014,116.018,IDLE_SETUP
v55.mp4,116.018,124.724,SEWING
v55.mp4,124.724,130.162,IDLE_SETUP
v55.mp4,130.162,138.868,SEWING
v55.mp4,138.868,146.941,IDLE_SETUP
v55.mp4,146.941,156.281,SEWING
v55.mp4,156.281,161.718,IDLE_SETUP
v55.mp4,161.718,169.024,SEWING
v55.mp4,169.024,175.495,IDLE_SETUP
v56.mp4,0.267,3.202,IDLE_SETUP
v56.mp4,3.202,13.610,SEWING
v56.mp4,13.610,19.014,IDLE_SETUP
v56.mp4,19.014,30.589,SEWING
v56.mp4,30.589,35.826,IDLE_SETUP
v56.mp4,35.826,46.200,SEWING
v56.mp4,46.200,51.337,IDLE_SETUP
v56.mp4,51.337,61.912,SEWING
v56.mp4,61.912,67.416,IDLE_SETUP
v56.mp4,67.416,78.157,SEWING
v56.mp4,78.157,85.229,IDLE_SETUP
v56.mp4,85.229,95.669,SEWING
v56.mp4,95.669,102.408,IDLE_SETUP
v56.mp4,102.408,113.249,SEWING
v56.mp4,113.249,119.387,IDLE_SETUP
v56.mp4,119.387,130.661,SEWING
v57.mp4,2.735,12.309,SEWING
v57.mp4,12.309,18.280,IDLE_SETUP
v57.mp4,18.280,29.622,SEWING
v57.mp4,29.622,35.392,IDLE_SETUP
v57.mp4,35.392,45.533,SEWING
v57.mp4,45.533,51.371,IDLE_SETUP
v57.mp4,51.371,62.145,SEWING
v57.mp4,62.145,67.950,IDLE_SETUP
v57.mp4,67.950,79.324,SEWING
v57.mp4,79.324,85.329,IDLE_SETUP
v57.mp4,85.329,95.436,SEWING
v57.mp4,95.436,100.773,IDLE_SETUP
v57.mp4,100.773,111.348,SEWING
v57.mp4,111.348,116.485,IDLE_SETUP
v57.mp4,116.485,128.060,SEWING
v58.mp4,9.000,11.000,SEWING
v58.mp4,11.000,24.000,IDLE_SETUP
v58.mp4,24.000,43.000,SEWING
v58.mp4,43.000,52.000,IDLE_SETUP
v58.mp4,52.000,74.000,SEWING
v58.mp4,74.000,84.000,IDLE_SETUP
v58.mp4,84.000,110.000,SEWING
v58.mp4,110.000,120.000,IDLE_SETUP
v58.mp4,120.000,140.500,SEWING
v58.mp4,140.500,152.000,IDLE_SETUP
v58.mp4,152.000,173.000,SEWING
v59.mp4,0.267,4.770,IDLE_SETUP
v59.mp4,4.770,14.877,SEWING
v59.mp4,14.877,20.181,IDLE_SETUP
v59.mp4,20.181,31.456,SEWING
v59.mp4,31.456,36.426,IDLE_SETUP
v59.mp4,36.426,48.202,SEWING
v59.mp4,48.202,53.439,IDLE_SETUP
v59.mp4,53.439,65.981,SEWING
v59.mp4,65.981,70.685,IDLE_SETUP
v59.mp4,70.685,82.660,SEWING
v59.mp4,82.660,89.465,IDLE_SETUP
v59.mp4,89.465,100.206,SEWING
v59.mp4,100.206,105.710,IDLE_SETUP
v59.mp4,105.710,116.485,SEWING
v59.mp4,116.485,122.222,IDLE_SETUP
v59.mp4,122.222,132.129,SEWING
v59.mp4,132.129,137.333,IDLE_SETUP
v59.mp4,137.333,147.741,SEWING
v59.mp4,147.741,153.945,IDLE_SETUP
v59.mp4,153.945,163.385,SEWING
v59.mp4,163.385,169.056,IDLE_SETUP
v59.mp4,169.056,178.963,SEWING
v59.mp4,178.963,184.267,IDLE_SETUP
v59.mp4,184.267,194.241,SEWING
v60.mp4,1.868,14.878,SEWING
v60.mp4,14.878,22.717,IDLE_SETUP
v60.mp4,22.717,30.923,SEWING
v60.mp4,30.923,37.161,IDLE_SETUP
v60.mp4,37.161,44.266,SEWING
v60.mp4,44.266,49.903,IDLE_SETUP
v60.mp4,49.903,59.810,SEWING
v60.mp4,59.810,66.182,IDLE_SETUP
v60.mp4,66.182,74.788,SEWING
v60.mp4,74.788,80.759,IDLE_SETUP
v60.mp4,80.759,90.433,SEWING
v60.mp4,90.433,96.871,IDLE_SETUP
v60.mp4,96.871,103.576,SEWING
v60.mp4,103.576,110.848,IDLE_SETUP
v60.mp4,110.848,118.387,SEWING
v60.mp4,118.387,126.559,IDLE_SETUP
v60.mp4,126.559,137.134,SEWING
v60.mp4,137.134,143.138,IDLE_SETUP
v60.mp4,143.138,151.111,SEWING
v60.mp4,151.111,159.550,IDLE_SETUP
v60.mp4,159.550,167.156,SEWING
v60.mp4,167.156,172.860,IDLE_SETUP
v60.mp4,172.860,182.534,SEWING
