split,clip_name,relative_clip_path,video_name,segment_index,clip_index_in_segment,start_time_sec,end_time_sec,duration_sec,state,source_segment_start_sec,source_segment_end_sec,status
train,v11_s0003_c006_sewing_000061610_000063110.mp4,train/sewing/v11_s0003_c006_sewing_000061610_000063110.mp4,v11.mp4,3,6,61.610,63.110,1.500,SEWING,49.110,67.980,GENERATED
train,v11_s0003_c007_sewing_000064110_000065610.mp4,train/sewing/v11_s0003_c007_sewing_000064110_000065610.mp4,v11.mp4,3,7,64.110,65.610,1.500,SEWING,49.110,67.980,GENERATED
train,v11_s0004_c001_idle_setup_000067980_000069480.mp4,train/idle_setup/v11_s0004_c001_idle_setup_000067980_000069480.mp4,v11.mp4,4,1,67.980,69.480,1.500,IDLE_SETUP,67.980,78.630,GENERATED
train,v11_s0004_c002_idle_setup_000068980_000070480.mp4,train/idle_setup/v11_s0004_c002_idle_setup_000068980_000070480.mp4,v11.mp4,4,2,68.980,70.480,1.500,IDLE_SETUP,67.980,78.630,GENERATED
train,v11_s0004_c003_idle_setup_000069980_000071480.mp4,train/idle_setup/v11_s0004_c003_idle_setup_000069980_000071480.mp4,v11.mp4,4,3,69.980,71.480,1.500,IDLE_SETUP,67.980,78.630,GENERATED
train,v11_s0004_c004_idle_setup_000070980_000072480.mp4,train/idle_setup/v11_s0004_c004_idle_setup_000070980_000072480.mp4,v11.mp4,4,4,70.980,72.480,1.500,IDLE_SETUP,67.980,78.630,GENERATED
train,v11_s0004_c005_idle_setup_000071980_000073480.mp4,train/idle_setup/v11_s0004_c005_idle_setup_000071980_000073480.mp4,v11.mp4,4,5,71.980,73.480,1.500,IDLE_SETUP,67.980,78.630,GENERATED
train,v11_s0004_c006_idle_setup_000072980_000074480.mp4,train/idle_setup/v11_s0004_c006_idle_setup_000072980_000074480.mp4,v11.mp4,4,6,72.980,74.480,1.500,IDLE_SETUP,67.980,78.630,GENERATED
train,v11_s0004_c007_idle_setup_000073980_000075480.mp4,train/idle_setup/v11_s0004_c007_idle_setup_000073980_000075480.mp4,v11.mp4,4,7,73.980,75.480,1.500,IDLE_SETUP,67.980,78.630,GENERATED
train,v11_s0004_c008_idle_setup_000074980_000076480.mp4,train/idle_setup/v11_s0004_c008_idle_setup_000074980_000076480.mp4,v11.mp4,4,8,74.980,76.480,1.500,IDLE_SETUP,67.980,78.630,GENERATED
train,v11_s0004_c009_idle_setup_000075980_000077480.mp4,train/idle_setup/v11_s0004_c009_idle_setup_000075980_000077480.mp4,v11.mp4,4,9,75.980,77.480,1.500,IDLE_SETUP,67.980,78.630,GENERATED
train,v11_s0004_c010_idle_setup_000076980_000078480.mp4,train/idle_setup/v11_s0004_c010_idle_setup_000076980_000078480.mp4,v11.mp4,4,10,76.980,78.480,1.500,IDLE_SETUP,67.980,78.630,GENERATED
train,v11_s0005_c001_sewing_000078630_000080130.mp4,train/sewing/v11_s0005_c001_sewing_000078630_000080130.mp4,v11.mp4,5,1,78.630,80.130,1.500,SEWING,78.630,100.750,GENERATED
train,v11_s0005_c002_sewing_000081130_000082630.mp4,train/sewing/v11_s0005_c002_sewing_000081130_000082630.mp4,v11.mp4,5,2,81.130,82.630,1.500,SEWING,78.630,100.750,GENERATED
train,v11_s0005_c003_sewing_000083630_000085130.mp4,train/sewing/v11_s0005_c003_sewing_000083630_000085130.mp4,v11.mp4,5,3,83.630,85.130,1.500,SEWING,78.630,100.750,GENERATED
train,v11_s0005_c004_sewing_000086130_000087630.mp4,train/sewing/v11_s0005_c004_sewing_000086130_000087630.mp4,v11.mp4,5,4,86.130,87.630,1.500,SEWING,78.630,100.750,GENERATED
train,v11_s0005_c005_sewing_000088630_000090130.mp4,train/sewing/v11_s0005_c005_sewing_000088630_000090130.mp4,v11.mp4,5,5,88.630,90.130,1.500,SEWING,78.630,100.750,GENERATED
train,v11_s0005_c006_sewing_000091130_000092630.mp4,train/sewing/v11_s0005_c006_sewing_000091130_000092630.mp4,v11.mp4,5,6,91.130,92.630,1.500,SEWING,78.630,100.750,GENERATED
train,v11_s0005_c007_sewing_000093630_000095130.mp4,train/sewing/v11_s0005_c007_sewing_000093630_000095130.mp4,v11.mp4,5,7,93.630,95.130,1.500,SEWING,78.630,100.750,GENERATED
train,v11_s0005_c008_sewing_000096130_000097630.mp4,train/sewing/v11_s0005_c008_sewing_000096130_000097630.mp4,v11.mp4,5,8,96.130,97.630,1.500,SEWING,78.630,100.750,GENERATED
train,v11_s0005_c009_sewing_000098630_000100130.mp4,train/sewing/v11_s0005_c009_sewing_000098630_000100130.mp4,v11.mp4,5,9,98.630,100.130,1.500,SEWING,78.630,100.750,GENERATED
train,v11_s0006_c001_idle_setup_000100750_000102250.mp4,train/idle_setup/v11_s0006_c001_idle_setup_000100750_000102250.mp4,v11.mp4,6,1,100.750,102.250,1.500,IDLE_SETUP,100.750,109.820,GENERATED
train,v11_s0006_c002_idle_setup_000101750_000103250.mp4,train/idle_setup/v11_s0006_c002_idle_setup_000101750_000103250.mp4,v11.mp4,6,2,101.750,103.250,1.500,IDLE_SETUP,100.750,109.820,GENERATED
train,v11_s0006_c003_idle_setup_000102750_000104250.mp4,train/idle_setup/v11_s0006_c003_idle_setup_000102750_000104250.mp4,v11.mp4,6,3,102.750,104.250,1.500,IDLE_SETUP,100.750,109.820,GENERATED
train,v11_s0006_c004_idle_setup_000103750_000105250.mp4,train/idle_setup/v11_s0006_c004_idle_setup_000103750_000105250.mp4,v11.mp4,6,4,103.750,105.250,1.500,IDLE_SETUP,100.750,109.820,GENERATED
train,v11_s0006_c005_idle_setup_000104750_000106250.mp4,train/idle_setup/v11_s0006_c005_idle_setup_000104750_000106250.mp4,v11.mp4,6,5,104.750,106.250,1.500,IDLE_SETUP,100.750,109.820,GENERATED
train,v11_s0006_c006_idle_setup_000105750_000107250.mp4,train/idle_setup/v11_s0006_c006_idle_setup_000105750_000107250.mp4,v11.mp4,6,6,105.750,107.250,1.500,IDLE_SETUP,100.750,109.820,GENERATED
train,v11_s0006_c007_idle_setup_000106750_000108250.mp4,train/idle_setup/v11_s0006_c007_idle_setup_000106750_000108250.mp4,v11.mp4,6,7,106.750,108.250,1.500,IDLE_SETUP,100.750,109.820,GENERATED
train,v11_s0006_c008_idle_setup_000107750_000109250.mp4,train/idle_setup/v11_s0006_c008_idle_setup_000107750_000109250.mp4,v11.mp4,6,8,107.750,109.250,1.500,IDLE_SETUP,100.750,109.820,GENERATED
train,v11_s0007_c001_sewing_000109820_000111320.mp4,train/sewing/v11_s0007_c001_sewing_000109820_000111320.mp4,v11.mp4,7,1,109.820,111.320,1.500,SEWING,109.820,129.740,GENERATED
train,v11_s0007_c002_sewing_000112320_000113820.mp4,train/sewing/v11_s0007_c002_sewing_000112320_000113820.mp4,v11.mp4,7,2,112.320,113.820,1.500,SEWING,109.820,129.740,GENERATED
train,v11_s0007_c003_sewing_000114820_000116320.mp4,train/sewing/v11_s0007_c003_sewing_000114820_000116320.mp4,v11.mp4,7,3,114.820,116.320,1.500,SEWING,109.820,129.740,GENERATED
train,v11_s0007_c004_sewing_000117320_000118820.mp4,train/sewing/v11_s0007_c004_sewing_000117320_000118820.mp4,v11.mp4,7,4,117.320,118.820,1.500,SEWING,109.820,129.740,GENERATED
train,v11_s0007_c005_sewing_000119820_000121320.mp4,train/sewing/v11_s0007_c005_sewing_000119820_000121320.mp4,v11.mp4,7,5,119.820,121.320,1.500,SEWING,109.820,129.740,GENERATED
train,v11_s0007_c006_sewing_000122320_000123820.mp4,train/sewing/v11_s0007_c006_sewing_000122320_000123820.mp4,v11.mp4,7,6,122.320,123.820,1.500,SEWING,109.820,129.740,GENERATED
train,v11_s0007_c007_sewing_000124820_000126320.mp4,train/sewing/v11_s0007_c007_sewing_000124820_000126320.mp4,v11.mp4,7,7,124.820,126.320,1.500,SEWING,109.820,129.740,GENERATED
train,v11_s0007_c008_sewing_000127320_000128820.mp4,train/sewing/v11_s0007_c008_sewing_000127320_000128820.mp4,v11.mp4,7,8,127.320,128.820,1.500,SEWING,109.820,129.740,GENERATED
train,v11_s0008_c001_idle_setup_000129740_000131240.mp4,train/idle_setup/v11_s0008_c001_idle_setup_000129740_000131240.mp4,v11.mp4,8,1,129.740,131.240,1.500,IDLE_SETUP,129.740,138.610,GENERATED
train,v11_s0008_c002_idle_setup_000130740_000132240.mp4,train/idle_setup/v11_s0008_c002_idle_setup_000130740_000132240.mp4,v11.mp4,8,2,130.740,132.240,1.500,IDLE_SETUP,129.740,138.610,GENERATED
train,v11_s0008_c003_idle_setup_000131740_000133240.mp4,train/idle_setup/v11_s0008_c003_idle_setup_000131740_000133240.mp4,v11.mp4,8,3,131.740,133.240,1.500,IDLE_SETUP,129.740,138.610,GENERATED
train,v11_s0008_c004_idle_setup_000132740_000134240.mp4,train/idle_setup/v11_s0008_c004_idle_setup_000132740_000134240.mp4,v11.mp4,8,4,132.740,134.240,1.500,IDLE_SETUP,129.740,138.610,GENERATED
train,v11_s0008_c005_idle_setup_000133740_000135240.mp4,train/idle_setup/v11_s0008_c005_idle_setup_000133740_000135240.mp4,v11.mp4,8,5,133.740,135.240,1.500,IDLE_SETUP,129.740,138.610,GENERATED
train,v11_s0008_c006_idle_setup_000134740_000136240.mp4,train/idle_setup/v11_s0008_c006_idle_setup_000134740_000136240.mp4,v11.mp4,8,6,134.740,136.240,1.500,IDLE_SETUP,129.740,138.610,GENERATED
train,v11_s0008_c007_idle_setup_000135740_000137240.mp4,train/idle_setup/v11_s0008_c007_idle_setup_000135740_000137240.mp4,v11.mp4,8,7,135.740,137.240,1.500,IDLE_SETUP,129.740,138.610,GENERATED
train,v11_s0008_c008_idle_setup_000136740_000138240.mp4,train/idle_setup/v11_s0008_c008_idle_setup_000136740_000138240.mp4,v11.mp4,8,8,136.740,138.240,1.500,IDLE_SETUP,129.740,138.610,GENERATED
train,v11_s0009_c001_sewing_000138610_000140110.mp4,train/sewing/v11_s0009_c001_sewing_000138610_000140110.mp4,v11.mp4,9,1,138.610,140.110,1.500,SEWING,138.610,164.630,GENERATED
train,v11_s0009_c002_sewing_000141110_000142610.mp4,train/sewing/v11_s0009_c002_sewing_000141110_000142610.mp4,v11.mp4,9,2,141.110,142.610,1.500,SEWING,138.610,164.630,GENERATED
train,v11_s0009_c003_sewing_000143610_000145110.mp4,train/sewing/v11_s0009_c003_sewing_000143610_000145110.mp4,v11.mp4,9,3,143.610,145.110,1.500,SEWING,138.610,164.630,GENERATED
train,v11_s0009_c004_sewing_000146110_000147610.mp4,train/sewing/v11_s0009_c004_sewing_000146110_000147610.mp4,v11.mp4,9,4,146.110,147.610,1.500,SEWING,138.610,164.630,GENERATED
train,v11_s0009_c005_sewing_000148610_000150110.mp4,train/sewing/v11_s0009_c005_sewing_000148610_000150110.mp4,v11.mp4,9,5,148.610,150.110,1.500,SEWING,138.610,164.630,GENERATED
train,v11_s0009_c006_sewing_000151110_000152610.mp4,train/sewing/v11_s0009_c006_sewing_000151110_000152610.mp4,v11.mp4,9,6,151.110,152.610,1.500,SEWING,138.610,164.630,GENERATED
train,v11_s0009_c007_sewing_000153610_000155110.mp4,train/sewing/v11_s0009_c007_sewing_000153610_000155110.mp4,v11.mp4,9,7,153.610,155.110,1.500,SEWING,138.610,164.630,GENERATED
train,v11_s0009_c008_sewing_000156110_000157610.mp4,train/sewing/v11_s0009_c008_sewing_000156110_000157610.mp4,v11.mp4,9,8,156.110,157.610,1.500,SEWING,138.610,164.630,GENERATED
train,v11_s0009_c009_sewing_000158610_000160110.mp4,train/sewing/v11_s0009_c009_sewing_000158610_000160110.mp4,v11.mp4,9,9,158.610,160.110,1.500,SEWING,138.610,164.630,GENERATED
train,v11_s0009_c010_sewing_000161110_000162610.mp4,train/sewing/v11_s0009_c010_sewing_000161110_000162610.mp4,v11.mp4,9,10,161.110,162.610,1.500,SEWING,138.610,164.630,GENERATED
train,v11_s0010_c001_idle_setup_000173290_000174790.mp4,train/idle_setup/v11_s0010_c001_idle_setup_000173290_000174790.mp4,v11.mp4,10,1,173.290,174.790,1.500,IDLE_SETUP,173.290,179.700,GENERATED
train,v11_s0010_c002_idle_setup_000174290_000175790.mp4,train/idle_setup/v11_s0010_c002_idle_setup_000174290_000175790.mp4,v11.mp4,10,2,174.290,175.790,1.500,IDLE_SETUP,173.290,179.700,GENERATED
train,v11_s0010_c003_idle_setup_000175290_000176790.mp4,train/idle_setup/v11_s0010_c003_idle_setup_000175290_000176790.mp4,v11.mp4,10,3,175.290,176.790,1.500,IDLE_SETUP,173.290,179.700,GENERATED
train,v11_s0010_c004_idle_setup_000176290_000177790.mp4,train/idle_setup/v11_s0010_c004_idle_setup_000176290_000177790.mp4,v11.mp4,10,4,176.290,177.790,1.500,IDLE_SETUP,173.290,179.700,GENERATED
train,v11_s0010_c005_idle_setup_000177290_000178790.mp4,train/idle_setup/v11_s0010_c005_idle_setup_000177290_000178790.mp4,v11.mp4,10,5,177.290,178.790,1.500,IDLE_SETUP,173.290,179.700,GENERATED
train,v11_s0011_c001_sewing_000179700_000181200.mp4,train/sewing/v11_s0011_c001_sewing_000179700_000181200.mp4,v11.mp4,11,1,179.700,181.200,1.500,SEWING,179.700,196.000,GENERATED
train,v11_s0011_c002_sewing_000182200_000183700.mp4,train/sewing/v11_s0011_c002_sewing_000182200_000183700.mp4,v11.mp4,11,2,182.200,183.700,1.500,SEWING,179.700,196.000,GENERATED
train,v11_s0011_c003_sewing_000184700_000186200.mp4,train/sewing/v11_s0011_c003_sewing_000184700_000186200.mp4,v11.mp4,11,3,184.700,186.200,1.500,SEWING,179.700,196.000,GENERATED
train,v11_s0011_c004_sewing_000187200_000188700.mp4,train/sewing/v11_s0011_c004_sewing_000187200_000188700.mp4,v11.mp4,11,4,187.200,188.700,1.500,SEWING,179.700,196.000,GENERATED
train,v11_s0011_c005_sewing_000189700_000191200.mp4,train/sewing/v11_s0011_c005_sewing_000189700_000191200.mp4,v11.mp4,11,5,189.700,191.200,1.500,SEWING,179.700,196.000,GENERATED
train,v11_s0011_c006_sewing_000192200_000193700.mp4,train/sewing/v11_s0011_c006_sewing_000192200_000193700.mp4,v11.mp4,11,6,192.200,193.700,1.500,SEWING,179.700,196.000,GENERATED
train,v13_s0001_c001_sewing_000000167_000001667.mp4,train/sewing/v13_s0001_c001_sewing_000000167_000001667.mp4,v13.mp4,1,1,0.167,1.667,1.500,SEWING,0.167,28.489,GENERATED
train,v13_s0001_c002_sewing_000002667_000004167.mp4,train/sewing/v13_s0001_c002_sewing_000002667_000004167.mp4,v13.mp4,1,2,2.667,4.167,1.500,SEWING,0.167,28.489,GENERATED
train,v13_s0001_c003_sewing_000005167_000006667.mp4,train/sewing/v13_s0001_c003_sewing_000005167_000006667.mp4,v13.mp4,1,3,5.167,6.667,1.500,SEWING,0.167,28.489,GENERATED
train,v13_s0001_c004_sewing_000007667_000009167.mp4,train/sewing/v13_s0001_c004_sewing_000007667_000009167.mp4,v13.mp4,1,4,7.667,9.167,1.500,SEWING,0.167,28.489,GENERATED
train,v13_s0001_c005_sewing_000010167_000011667.mp4,train/sewing/v13_s0001_c005_sewing_000010167_000011667.mp4,v13.mp4,1,5,10.167,11.667,1.500,SEWING,0.167,28.489,GENERATED
train,v13_s0001_c006_sewing_000012667_000014167.mp4,train/sewing/v13_s0001_c006_sewing_000012667_000014167.mp4,v13.mp4,1,6,12.667,14.167,1.500,SEWING,0.167,28.489,GENERATED
train,v13_s0001_c007_sewing_000015167_000016667.mp4,train/sewing/v13_s0001_c007_sewing_000015167_000016667.mp4,v13.mp4,1,7,15.167,16.667,1.500,SEWING,0.167,28.489,GENERATED
train,v13_s0001_c008_sewing_000017667_000019167.mp4,train/sewing/v13_s0001_c008_sewing_000017667_000019167.mp4,v13.mp4,1,8,17.667,19.167,1.500,SEWING,0.167,28.489,GENERATED
train,v13_s0001_c009_sewing_000020167_000021667.mp4,train/sewing/v13_s0001_c009_sewing_000020167_000021667.mp4,v13.mp4,1,9,20.167,21.667,1.500,SEWING,0.167,28.489,GENERATED
train,v13_s0001_c010_sewing_000022667_000024167.mp4,train/sewing/v13_s0001_c010_sewing_000022667_000024167.mp4,v13.mp4,1,10,22.667,24.167,1.500,SEWING,0.167,28.489,GENERATED
train,v13_s0001_c011_sewing_000025167_000026667.mp4,train/sewing/v13_s0001_c011_sewing_000025167_000026667.mp4,v13.mp4,1,11,25.167,26.667,1.500,SEWING,0.167,28.489,GENERATED
train,v13_s0002_c001_idle_setup_000028489_000029989.mp4,train/idle_setup/v13_s0002_c001_idle_setup_000028489_000029989.mp4,v13.mp4,2,1,28.489,29.989,1.500,IDLE_SETUP,28.489,35.428,GENERATED
train,v13_s0002_c002_idle_setup_000029489_000030989.mp4,train/idle_setup/v13_s0002_c002_idle_setup_000029489_000030989.mp4,v13.mp4,2,2,29.489,30.989,1.500,IDLE_SETUP,28.489,35.428,GENERATED
train,v13_s0002_c003_idle_setup_000030489_000031989.mp4,train/idle_setup/v13_s0002_c003_idle_setup_000030489_000031989.mp4,v13.mp4,2,3,30.489,31.989,1.500,IDLE_SETUP,28.489,35.428,GENERATED
train,v13_s0002_c004_idle_setup_000031489_000032989.mp4,train/idle_setup/v13_s0002_c004_idle_setup_000031489_000032989.mp4,v13.mp4,2,4,31.489,32.989,1.500,IDLE_SETUP,28.489,35.428,GENERATED
train,v13_s0002_c005_idle_setup_000032489_000033989.mp4,train/idle_setup/v13_s0002_c005_idle_setup_000032489_000033989.mp4,v13.mp4,2,5,32.489,33.989,1.500,IDLE_SETUP,28.489,35.428,GENERATED
train,v13_s0002_c006_idle_setup_000033489_000034989.mp4,train/idle_setup/v13_s0002_c006_idle_setup_000033489_000034989.mp4,v13.mp4,2,6,33.489,34.989,1.500,IDLE_SETUP,28.489,35.428,GENERATED
train,v13_s0003_c001_sewing_000035428_000036928.mp4,train/sewing/v13_s0003_c001_sewing_000035428_000036928.mp4,v13.mp4,3,1,35.428,36.928,1.500,SEWING,35.428,65.985,GENERATED
train,v13_s0003_c002_sewing_000037928_000039428.mp4,train/sewing/v13_s0003_c002_sewing_000037928_000039428.mp4,v13.mp4,3,2,37.928,39.428,1.500,SEWING,35.428,65.985,GENERATED
train,v13_s0003_c003_sewing_000040428_000041928.mp4,train/sewing/v13_s0003_c003_sewing_000040428_000041928.mp4,v13.mp4,3,3,40.428,41.928,1.500,SEWING,35.428,65.985,GENERATED
train,v13_s0003_c004_sewing_000042928_000044428.mp4,train/sewing/v13_s0003_c004_sewing_000042928_000044428.mp4,v13.mp4,3,4,42.928,44.428,1.500,SEWING,35.428,65.985,GENERATED
train,v13_s0003_c005_sewing_000045428_000046928.mp4,train/sewing/v13_s0003_c005_sewing_000045428_000046928.mp4,v13.mp4,3,5,45.428,46.928,1.500,SEWING,35.428,65.985,GENERATED
train,v13_s0003_c006_sewing_000047928_000049428.mp4,train/sewing/v13_s0003_c006_sewing_000047928_000049428.mp4,v13.mp4,3,6,47.928,49.428,1.500,SEWING,35.428,65.985,GENERATED
train,v13_s0003_c007_sewing_000050428_000051928.mp4,train/sewing/v13_s0003_c007_sewing_000050428_000051928.mp4,v13.mp4,3,7,50.428,51.928,1.500,SEWING,35.428,65.985,GENERATED
train,v13_s0003_c008_sewing_000052928_000054428.mp4,train/sewing/v13_s0003_c008_sewing_000052928_000054428.mp4,v13.mp4,3,8,52.928,54.428,1.500,SEWING,35.428,65.985,GENERATED
train,v13_s0003_c009_sewing_000055428_000056928.mp4,train/sewing/v13_s0003_c009_sewing_000055428_000056928.mp4,v13.mp4,3,9,55.428,56.928,1.500,SEWING,35.428,65.985,GENERATED
train,v13_s0003_c010_sewing_000057928_000059428.mp4,train/sewing/v13_s0003_c010_sewing_000057928_000059428.mp4,v13.mp4,3,10,57.928,59.428,1.500,SEWING,35.428,65.985,GENERATED
train,v13_s0003_c011_sewing_000060428_000061928.mp4,train/sewing/v13_s0003_c011_sewing_000060428_000061928.mp4,v13.mp4,3,11,60.428,61.928,1.500,SEWING,35.428,65.985,GENERATED
train,v13_s0003_c012_sewing_000062928_000064428.mp4,train/sewing/v13_s0003_c012_sewing_000062928_000064428.mp4,v13.mp4,3,12,62.928,64.428,1.500,SEWING,35.428,65.985,GENERATED
train,v13_s0004_c001_idle_setup_000065985_000067485.mp4,train/idle_setup/v13_s0004_c001_idle_setup_000065985_000067485.mp4,v13.mp4,4,1,65.985,67.485,1.500,IDLE_SETUP,65.985,74.925,GENERATED
train,v13_s0004_c002_idle_setup_000066985_000068485.mp4,train/idle_setup/v13_s0004_c002_idle_setup_000066985_000068485.mp4,v13.mp4,4,2,66.985,68.485,1.500,IDLE_SETUP,65.985,74.925,GENERATED
train,v13_s0004_c003_idle_setup_000067985_000069485.mp4,train/idle_setup/v13_s0004_c003_idle_setup_000067985_000069485.mp4,v13.mp4,4,3,67.985,69.485,1.500,IDLE_SETUP,65.985,74.925,GENERATED
train,v13_s0004_c004_idle_setup_000068985_000070485.mp4,train/idle_setup/v13_s0004_c004_idle_setup_000068985_000070485.mp4,v13.mp4,4,4,68.985,70.485,1.500,IDLE_SETUP,65.985,74.925,GENERATED
train,v13_s0004_c005_idle_setup_000069985_000071485.mp4,train/idle_setup/v13_s0004_c005_idle_setup_000069985_000071485.mp4,v13.mp4,4,5,69.985,71.485,1.500,IDLE_SETUP,65.985,74.925,GENERATED
train,v13_s0004_c006_idle_setup_000070985_000072485.mp4,train/idle_setup/v13_s0004_c006_idle_setup_000070985_000072485.mp4,v13.mp4,4,6,70.985,72.485,1.500,IDLE_SETUP,65.985,74.925,GENERATED
train,v13_s0004_c007_idle_setup_000071985_000073485.mp4,train/idle_setup/v13_s0004_c007_idle_setup_000071985_000073485.mp4,v13.mp4,4,7,71.985,73.485,1.500,IDLE_SETUP,65.985,74.925,GENERATED
train,v13_s0004_c008_idle_setup_000072985_000074485.mp4,train/idle_setup/v13_s0004_c008_idle_setup_000072985_000074485.mp4,v13.mp4,4,8,72.985,74.485,1.500,IDLE_SETUP,65.985,74.925,GENERATED
train,v13_s0005_c001_sewing_000074925_000076425.mp4,train/sewing/v13_s0005_c001_sewing_000074925_000076425.mp4,v13.mp4,5,1,74.925,76.425,1.500,SEWING,74.925,103.547,GENERATED
train,v13_s0005_c002_sewing_000077425_000078925.mp4,train/sewing/v13_s0005_c002_sewing_000077425_000078925.mp4,v13.mp4,5,2,77.425,78.925,1.500,SEWING,74.925,103.547,GENERATED
train,v13_s0005_c003_sewing_000079925_000081425.mp4,train/sewing/v13_s0005_c003_sewing_000079925_000081425.mp4,v13.mp4,5,3,79.925,81.425,1.500,SEWING,74.925,103.547,GENERATED
train,v13_s0005_c004_sewing_000082425_000083925.mp4,train/sewing/v13_s0005_c004_sewing_000082425_000083925.mp4,v13.mp4,5,4,82.425,83.925,1.500,SEWING,74.925,103.547,GENERATED
train,v13_s0005_c005_sewing_000084925_000086425.mp4,train/sewing/v13_s0005_c005_sewing_000084925_000086425.mp4,v13.mp4,5,5,84.925,86.425,1.500,SEWING,74.925,103.547,GENERATED
train,v13_s0005_c006_sewing_000087425_000088925.mp4,train/sewing/v13_s0005_c006_sewing_000087425_000088925.mp4,v13.mp4,5,6,87.425,88.925,1.500,SEWING,74.925,103.547,GENERATED
train,v13_s0005_c007_sewing_000089925_000091425.mp4,train/sewing/v13_s0005_c007_sewing_000089925_000091425.mp4,v13.mp4,5,7,89.925,91.425,1.500,SEWING,74.925,103.547,GENERATED
train,v13_s0005_c008_sewing_000092425_000093925.mp4,train/sewing/v13_s0005_c008_sewing_000092425_000093925.mp4,v13.mp4,5,8,92.425,93.925,1.500,SEWING,74.925,103.547,GENERATED
train,v13_s0005_c009_sewing_000094925_000096425.mp4,train/sewing/v13_s0005_c009_sewing_000094925_000096425.mp4,v13.mp4,5,9,94.925,96.425,1.500,SEWING,74.925,103.547,GENERATED
train,v13_s0005_c010_sewing_000097425_000098925.mp4,train/sewing/v13_s0005_c010_sewing_000097425_000098925.mp4,v13.mp4,5,10,97.425,98.925,1.500,SEWING,74.925,103.547,GENERATED
train,v13_s0005_c011_sewing_000099925_000101425.mp4,train/sewing/v13_s0005_c011_sewing_000099925_000101425.mp4,v13.mp4,5,11,99.925,101.425,1.500,SEWING,74.925,103.547,GENERATED
train,v13_s0006_c001_idle_setup_000103547_000105047.mp4,train/idle_setup/v13_s0006_c001_idle_setup_000103547_000105047.mp4,v13.mp4,6,1,103.547,105.047,1.500,IDLE_SETUP,103.547,110.919,GENERATED
train,v13_s0006_c002_idle_setup_000104547_000106047.mp4,train/idle_setup/v13_s0006_c002_idle_setup_000104547_000106047.mp4,v13.mp4,6,2,104.547,106.047,1.500,IDLE_SETUP,103.547,110.919,GENERATED
train,v13_s0006_c003_idle_setup_000105547_000107047.mp4,train/idle_setup/v13_s0006_c003_idle_setup_000105547_000107047.mp4,v13.mp4,6,3,105.547,107.047,1.500,IDLE_SETUP,103.547,110.919,GENERATED
train,v13_s0006_c004_idle_setup_000106547_000108047.mp4,train/idle_setup/v13_s0006_c004_idle_setup_000106547_000108047.mp4,v13.mp4,6,4,106.547,108.047,1.500,IDLE_SETUP,103.547,110.919,GENERATED
train,v13_s0006_c005_idle_setup_000107547_000109047.mp4,train/idle_setup/v13_s0006_c005_idle_setup_000107547_000109047.mp4,v13.mp4,6,5,107.547,109.047,1.500,IDLE_SETUP,103.547,110.919,GENERATED
train,v13_s0006_c006_idle_setup_000108547_000110047.mp4,train/idle_setup/v13_s0006_c006_idle_setup_000108547_000110047.mp4,v13.mp4,6,6,108.547,110.047,1.500,IDLE_SETUP,103.547,110.919,GENERATED
train,v13_s0007_c001_sewing_000110919_000112419.mp4,train/sewing/v13_s0007_c001_sewing_000110919_000112419.mp4,v13.mp4,7,1,110.919,112.419,1.500,SEWING,110.919,139.642,GENERATED
train,v13_s0007_c002_sewing_000113419_000114919.mp4,train/sewing/v13_s0007_c002_sewing_000113419_000114919.mp4,v13.mp4,7,2,113.419,114.919,1.500,SEWING,110.919,139.642,GENERATED
train,v13_s0007_c003_sewing_000115919_000117419.mp4,train/sewing/v13_s0007_c003_sewing_000115919_000117419.mp4,v13.mp4,7,3,115.919,117.419,1.500,SEWING,110.919,139.642,GENERATED
train,v13_s0007_c004_sewing_000118419_000119919.mp4,train/sewing/v13_s0007_c004_sewing_000118419_000119919.mp4,v13.mp4,7,4,118.419,119.919,1.500,SEWING,110.919,139.642,GENERATED
train,v13_s0007_c005_sewing_000120919_000122419.mp4,train/sewing/v13_s0007_c005_sewing_000120919_000122419.mp4,v13.mp4,7,5,120.919,122.419,1.500,SEWING,110.919,139.642,GENERATED
train,v13_s0007_c006_sewing_000123419_000124919.mp4,train/sewing/v13_s0007_c006_sewing_000123419_000124919.mp4,v13.mp4,7,6,123.419,124.919,1.500,SEWING,110.919,139.642,GENERATED
train,v13_s0007_c007_sewing_000125919_000127419.mp4,train/sewing/v13_s0007_c007_sewing_000125919_000127419.mp4,v13.mp4,7,7,125.919,127.419,1.500,SEWING,110.919,139.642,GENERATED
train,v13_s0007_c008_sewing_000128419_000129919.mp4,train/sewing/v13_s0007_c008_sewing_000128419_000129919.mp4,v13.mp4,7,8,128.419,129.919,1.500,SEWING,110.919,139.642,GENERATED
train,v13_s0007_c009_sewing_000130919_000132419.mp4,train/sewing/v13_s0007_c009_sewing_000130919_000132419.mp4,v13.mp4,7,9,130.919,132.419,1.500,SEWING,110.919,139.642,GENERATED
train,v13_s0007_c010_sewing_000133419_000134919.mp4,train/sewing/v13_s0007_c010_sewing_000133419_000134919.mp4,v13.mp4,7,10,133.419,134.919,1.500,SEWING,110.919,139.642,GENERATED
